slide_id,start,length,reservoir_positions,source_tile_indices
H742-22-29-1,3176,8,"[71, 211, 320, 408, 706, 719, 834, 861]","[88, 270, 405, 522, 897, 911, 1066, 1101]"
H742-22-3,3184,8,"[37, 244, 361, 431, 722, 733, 941, 1005]","[105, 653, 985, 1179, 2063, 2098, 2713, 2928]"
H742-22-30,3192,8,"[292, 311, 319, 392, 574, 605, 619, 685]","[292, 311, 319, 392, 574, 605, 619, 685]"
H742-22-31,3200,8,"[37, 53, 182, 675, 693, 881, 970, 973]","[75, 138, 532, 2128, 2186, 2791, 3087, 3095]"
H742-22-32,3208,8,"[560, 575, 742, 748, 928, 932, 944, 998]","[1896, 1954, 2537, 2563, 3210, 3218, 3253, 3470]"
H742-22-33,3216,8,"[172, 199, 209, 672, 737, 793, 845, 895]","[320, 367, 384, 1292, 1399, 1482, 1586, 1676]"
H742-22-34,3224,8,"[10, 342, 391, 560, 600, 841, 869, 886]","[25, 938, 1070, 1523, 1634, 2311, 2386, 2443]"
H742-22-35,3232,8,"[20, 84, 317, 331, 695, 737, 745, 940]","[213, 687, 2370, 2439, 5177, 5519, 5580, 6891]"
H742-22-36A,3240,8,"[45, 382, 415, 506, 558, 601, 803, 994]","[85, 806, 876, 1070, 1192, 1285, 1738, 2130]"
H742-22-36B,3248,8,"[4, 10, 49, 130, 715, 776, 872, 935]","[23, 51, 206, 481, 2742, 2960, 3372, 3570]"
H742-22-37,3256,8,"[359, 387, 511, 654, 656, 786, 871, 932]","[980, 1052, 1444, 1835, 1839, 2234, 2454, 2602]"
H742-22-38,3264,8,"[156, 182, 371, 509, 606, 660, 697, 841]","[1280, 1496, 3087, 4095, 4832, 5155, 5464, 6485]"
H742-22-39,3272,8,"[67, 366, 418, 453, 471, 572, 830, 1010]","[73, 437, 497, 538, 557, 690, 1004, 1212]"
H742-22-39-1,3280,8,"[19, 100, 378, 505, 644, 705, 762, 888]","[19, 104, 394, 528, 675, 738, 798, 933]"
H742-22-39-41,3288,8,"[336, 447, 460, 599, 647, 667, 733, 892]","[2922, 3870, 3994, 5054, 5433, 5601, 6209, 7729]"
H742-22-4,3296,8,"[3, 396, 418, 429, 705, 758, 771, 776]","[23, 2369, 2467, 2527, 4262, 4563, 4631, 4658]"
H742-22-40,3304,8,"[26, 312, 446, 508, 554, 805, 881, 882]","[105, 1350, 1897, 2230, 2504, 3572, 3859, 3860]"
H742-22-42,3312,8,"[56, 161, 190, 357, 521, 665, 708, 920]","[491, 1502, 1747, 3395, 4998, 6304, 6694, 8750]"
H742-22-5,3320,8,"[31, 63, 105, 161, 298, 396, 544, 633]","[150, 357, 622, 951, 1817, 2393, 3165, 3661]"
H742-22-6,3328,8,"[59, 160, 232, 405, 629, 712, 810, 825]","[470, 1261, 1750, 2972, 4593, 5117, 5815, 5968]"
H742-22-7,3336,8,"[78, 150, 165, 209, 378, 435, 757, 950]","[462, 918, 1015, 1254, 2288, 2586, 4632, 5920]"
H742-22-8,3344,8,"[41, 153, 299, 386, 741, 772, 961, 971]","[418, 1389, 2505, 3160, 5918, 6135, 7675, 7724]"
H742-22-9,3352,8,"[134, 227, 244, 274, 419, 465, 880, 955]","[840, 1360, 1469, 1671, 2526, 2861, 5560, 6087]"
H744-22-10,3360,8,"[97, 215, 304, 376, 470, 498, 946, 1007]","[1280, 3180, 4461, 5222, 6443, 6733, 12999, 13800]"
H744-22-11,3368,8,"[203, 484, 515, 522, 586, 606, 816, 1013]","[1204, 2864, 3063, 3100, 3452, 3630, 4897, 6135]"
H744-22-13,3376,8,"[25, 130, 418, 513, 582, 585, 742, 818]","[208, 966, 2685, 3293, 3703, 3710, 4664, 5090]"
H744-22-14,3384,8,"[0, 280, 369, 457, 553, 929, 941, 972]","[0, 1290, 1696, 2084, 2580, 4284, 4339, 4496]"
H744-22-15,3392,8,"[88, 205, 241, 243, 285, 503, 611, 768]","[133, 321, 382, 384, 441, 750, 916, 1151]"
H744-22-17,3400,8,"[76, 323, 363, 420, 577, 747, 965, 1003]","[160, 683, 760, 883, 1232, 1590, 2122, 2201]"
H744-22-18,3408,8,"[176, 333, 504, 706, 770, 790, 797, 816]","[1787, 3156, 4844, 6823, 7504, 7713, 7761, 7879]"
H744-22-19,3416,8,"[36, 231, 496, 499, 755, 797, 850, 1006]","[127, 821, 1750, 1759, 2644, 2784, 2990, 3547]"
H744-22-2,3424,8,"[163, 366, 410, 511, 756, 795, 864, 899]","[1041, 2242, 2538, 3079, 4708, 4903, 5227, 5395]"
H744-22-3,3432,8,"[170, 177, 217, 364, 392, 875, 1010, 1013]","[1215, 1236, 1566, 2604, 2824, 6331, 7250, 7271]"
H744-22-4,3440,8,"[34, 300, 334, 567, 633, 820, 878, 1004]","[158, 1270, 1438, 2390, 2724, 3469, 3736, 4282]"
H744-22-5,3448,8,"[83, 228, 441, 598, 712, 800, 834, 862]","[544, 1543, 3044, 4132, 5013, 5640, 5913, 6117]"
H748-23,3456,8,"[53, 65, 109, 128, 145, 292, 396, 432]","[53, 65, 109, 128, 145, 292, 396, 432]"
H748-23-1,3464,8,"[27, 61, 164, 196, 246, 307, 402, 440]","[27, 61, 164, 196, 246, 307, 402, 440]"
H770-21,3472,8,"[50, 77, 146, 150, 168, 269, 277, 305]","[50, 77, 146, 150, 168, 269, 277, 305]"
H772-22-1,3480,8,"[169, 188, 198, 353, 400, 761, 860, 877]","[182, 204, 215, 382, 436, 823, 932, 949]"
H79-21-A,3488,8,"[169, 571, 645, 676, 864, 871, 919, 999]","[202, 683, 776, 812, 1038, 1050, 1106, 1214]"
H79-21-A-1,3496,8,"[26, 78, 142, 171, 265, 535, 553, 976]","[28, 87, 161, 195, 312, 649, 673, 1185]"
H79-21-B,3504,8,"[185, 199, 208, 289, 325, 380, 651, 777]","[185, 199, 208, 289, 325, 380, 651, 777]"
H79-21-B-1,3512,8,"[7, 26, 69, 100, 274, 367, 411, 424]","[7, 26, 69, 100, 274, 367, 411, 424]"
H800-23-A1,3520,8,"[173, 366, 494, 677, 730, 765, 832, 844]","[851, 1676, 2205, 2990, 3206, 3356, 3682, 3731]"
H800-23-A2,3528,8,"[91, 112, 171, 238, 322, 504, 857, 985]","[459, 606, 934, 1329, 1816, 2790, 4730, 5335]"
H800-23-B1,3536,8,"[244, 272, 298, 396, 569, 792, 944, 996]","[1299, 1467, 1616, 2178, 3219, 4378, 5202, 5553]"
H800-23-B2,3544,8,"[54, 67, 165, 281, 382, 648, 778, 934]","[330, 403, 902, 1435, 1907, 3228, 3908, 4648]"
H82-23-1,3552,8,"[343, 369, 404, 415, 538, 805, 899, 924]","[1202, 1291, 1389, 1412, 1871, 2757, 3080, 3165]"
H82-23-10,3560,8,"[11, 126, 509, 649, 763, 830, 831, 1022]","[34, 650, 2558, 3276, 3837, 4197, 4204, 5199]"
H82-23-12,3568,8,"[142, 244, 284, 557, 714, 829, 855, 936]","[608, 1019, 1169, 2172, 2812, 3330, 3421, 3727]"
H82-23-13,3576,8,"[260, 264, 274, 466, 652, 760, 777, 819]","[1315, 1333, 1410, 2441, 3450, 4123, 4199, 4390]"
H82-23-14,3584,8,"[24, 27, 642, 689, 699, 722, 857, 929]","[44, 47, 1182, 1253, 1272, 1328, 1586, 1718]"
H82-23-15,3592,8,"[206, 442, 472, 555, 699, 760, 890, 907]","[634, 1277, 1354, 1588, 2008, 2176, 2566, 2623]"
H82-23-16,3600,8,"[236, 244, 335, 550, 605, 757, 779, 961]","[818, 844, 1133, 1889, 2073, 2549, 2599, 3199]"
H82-23-17,3608,8,"[22, 56, 73, 107, 525, 992, 1002, 1010]","[51, 115, 150, 234, 1187, 2269, 2292, 2306]"
H82-23-18,3616,8,"[26, 289, 377, 380, 463, 813, 835, 935]","[93, 787, 994, 998, 1195, 2077, 2160, 2415]"
H82-23-19,3624,8,"[71, 505, 671, 673, 684, 779, 823, 972]","[195, 1395, 1902, 1911, 1943, 2233, 2338, 2743]"
H82-23-2,3632,8,"[11, 50, 75, 78, 97, 254, 364, 610]","[65, 290, 413, 425, 523, 1370, 1919, 2998]"
H82-23-3,3640,8,"[113, 402, 554, 826, 893, 914, 980, 1013]","[499, 1780, 2433, 3711, 4004, 4080, 4342, 4495]"
H82-23-4,3648,8,"[165, 284, 379, 443, 767, 788, 873, 941]","[538, 962, 1257, 1464, 2543, 2639, 2931, 3206]"
H82-23-6,3656,8,"[120, 130, 138, 217, 258, 355, 719, 1003]","[993, 1050, 1136, 1746, 2037, 2831, 5756, 7890]"
H82-23-7,3664,8,"[13, 317, 624, 641, 656, 772, 819, 969]","[69, 2205, 4312, 4397, 4492, 5377, 5767, 6672]"
H82-23-8,3672,8,"[5, 65, 676, 771, 777, 835, 860, 1016]","[59, 412, 3611, 4081, 4109, 4410, 4552, 5471]"
H82-23-9,3680,8,"[224, 457, 496, 616, 791, 871, 955, 1010]","[1182, 2356, 2548, 3281, 4170, 4531, 4922, 5166]"
H873-21,3688,8,"[72, 102, 271, 341, 386, 496, 526, 734]","[108, 150, 399, 499, 581, 751, 798, 1132]"
H88-21-A1,3696,8,"[46, 184, 194, 465, 535, 636, 917, 1021]","[610, 1965, 2085, 4751, 5543, 6497, 9363, 10309]"
H88-21-A2,3704,8,"[189, 438, 464, 605, 613, 864, 955, 985]","[1376, 3355, 3493, 4659, 4746, 6773, 7544, 7798]"
H884-22-1,3712,8,"[20, 35, 74, 82, 98, 109, 158, 175]","[20, 35, 74, 82, 98, 109, 158, 175]"
H884-22-1A,3720,8,"[46, 55, 60, 61, 88, 139, 160, 217]","[46, 55, 60, 61, 88, 139, 160, 217]"
H884-22-2,3728,8,"[20, 69, 102, 216, 340, 371, 459, 538]","[20, 69, 102, 216, 340, 371, 459, 538]"
H905-22-1,3736,8,"[88, 117, 232, 323, 413, 432, 556, 619]","[272, 381, 695, 1022, 1338, 1437, 1774, 1984]"
H905-22-2,3744,8,"[131, 360, 410, 562, 582, 650, 761, 813]","[275, 743, 859, 1186, 1218, 1361, 1601, 1710]"
H905-22-4,3752,8,"[123, 300, 431, 508, 551, 572, 697, 782]","[432, 1084, 1592, 1892, 2032, 2087, 2607, 2927]"
H905-22-5,3760,8,"[178, 181, 237, 288, 419, 620, 724, 839]","[496, 504, 647, 806, 1239, 1862, 2169, 2508]"
H94-22,3768,8,"[65, 381, 446, 515, 534, 543, 682, 712]","[137, 802, 940, 1076, 1111, 1122, 1385, 1439]"
H969-21-1,3776,8,"[133, 177, 209, 226, 289, 295, 653, 917]","[1209, 1744, 2116, 2281, 2756, 2790, 6503, 9245]"
H969-21-3,3784,8,"[58, 129, 334, 462, 706, 778, 803, 822]","[537, 1234, 3101, 4441, 6800, 7507, 7687, 7870]"
H970-23-10,3792,8,"[105, 124, 160, 187, 311, 353, 515, 856]","[1099, 1202, 1594, 1801, 3119, 3426, 4906, 8275]"
H970-23-11,3800,8,"[338, 347, 382, 729, 759, 770, 784, 823]","[2251, 2349, 2550, 5233, 5439, 5491, 5599, 5805]"
H970-23-12,3808,8,"[82, 306, 325, 614, 619, 857, 876, 882]","[488, 2017, 2129, 3954, 3976, 5375, 5470, 5502]"
H970-23-13,3816,8,"[334, 549, 554, 674, 696, 744, 748, 899]","[1944, 3072, 3107, 3758, 3865, 4151, 4178, 5112]"
H970-23-2,3824,8,"[54, 154, 283, 477, 507, 527, 923, 1022]","[352, 1073, 1721, 2935, 3087, 3200, 5648, 6222]"
H970-23-3,3832,8,"[17, 76, 97, 295, 383, 624, 689, 841]","[94, 466, 603, 1566, 2021, 3335, 3679, 4452]"
H970-23-4,3840,8,"[48, 133, 153, 184, 275, 691, 966, 980]","[547, 1511, 1658, 1977, 2833, 6935, 9390, 9530]"
H970-23-5,3848,8,"[368, 482, 663, 768, 868, 876, 890, 969]","[2492, 3175, 4553, 5283, 6018, 6050, 6155, 6667]"
H970-23-6,3856,8,"[102, 103, 247, 337, 716, 749, 779, 987]","[653, 658, 1558, 1996, 4459, 4641, 4833, 6107]"
H970-23-7,3864,8,"[53, 121, 373, 402, 573, 750, 831, 1014]","[471, 1087, 3128, 3332, 4703, 6427, 7312, 8816]"
H970-23-8,3872,8,"[221, 317, 325, 625, 662, 699, 774, 923]","[954, 1382, 1412, 2815, 2997, 3183, 3474, 4198]"
H970-23-8-A,3880,8,"[93, 121, 143, 202, 264, 438, 727, 816]","[464, 563, 662, 920, 1209, 2044, 3241, 3611]"
H970-23-9,3888,8,"[311, 354, 425, 492, 546, 574, 878, 908]","[1850, 2078, 2451, 2746, 3070, 3226, 4950, 5126]"
H970-23-EX1,3896,8,"[55, 201, 319, 475, 563, 700, 713, 840]","[255, 940, 1529, 2229, 2636, 3208, 3251, 3747]"
H970-23-EX2,3904,8,"[34, 39, 104, 132, 410, 644, 769, 842]","[77, 96, 317, 393, 1321, 2208, 2581, 2813]"
H970-23-EX3,3912,8,"[305, 306, 330, 437, 552, 807, 844, 901]","[686, 687, 740, 985, 1241, 1784, 1859, 1981]"
H970-23-EX4,3920,8,"[25, 39, 244, 263, 579, 613, 828, 855]","[57, 81, 541, 583, 1283, 1356, 1867, 1935]"
H970-23-EX5,3928,8,"[29, 134, 363, 697, 709, 794, 989, 1000]","[78, 371, 1062, 2018, 2053, 2291, 2796, 2832]"
HP1353_21_1.pyramidal,3936,8,"[55, 118, 256, 259, 685, 727, 882, 904]","[218, 437, 920, 936, 2450, 2593, 3084, 3180]"
HP1458_22.pyramidal,3944,8,"[60, 248, 331, 422, 487, 498, 581, 785]","[760, 3061, 4261, 5394, 6419, 6519, 7561, 9995]"
HP2020_22.pyramidal,3952,8,"[97, 205, 378, 383, 418, 456, 628, 845]","[877, 2232, 4515, 4547, 5041, 5572, 7600, 10295]"
HP2069_21.pyramidal,3960,8,"[80, 103, 423, 495, 555, 725, 752, 994]","[1095, 1457, 5628, 6660, 7480, 9706, 10146, 13823]"
HP2074_21_5.pyramidal,3968,8,"[11, 52, 323, 415, 629, 808, 897, 947]","[171, 589, 3440, 4603, 6979, 8904, 9906, 10394]"
HP2321_21.pyramidal,3976,8,"[444, 455, 507, 550, 584, 645, 837, 856]","[3184, 3235, 3678, 3975, 4200, 4584, 6332, 6431]"
HP2911_22_5.pyramidal,3984,8,"[97, 603, 619, 783, 798, 866, 891, 968]","[1798, 10135, 10317, 13480, 13876, 15077, 15469, 17070]"
MSI--634-22B,3992,8,"[178, 326, 333, 336, 548, 619, 713, 847]","[310, 554, 566, 571, 923, 1047, 1212, 1444]"
MSI-B138-22,4000,8,"[7, 50, 167, 468, 469, 530, 685, 723]","[151, 1354, 4516, 11873, 11876, 13563, 17293, 18139]"
MSI-B138-22-,4008,8,"[8, 72, 287, 533, 571, 682, 833, 1008]","[129, 1806, 7578, 13831, 14881, 17474, 21194, 25556]"
MSI-B1919-22,4016,8,"[375, 538, 568, 662, 823, 956, 997, 1016]","[6015, 8468, 8913, 10247, 12585, 14700, 15131, 15438]"
MSI-B2912-2-22,4024,8,"[34, 65, 67, 134, 465, 1003, 1004, 1021]","[700, 1327, 1375, 2826, 10047, 21674, 21685, 22104]"
MSI-B2912-2-22A,4032,8,"[354, 392, 629, 670, 690, 892, 913, 985]","[7698, 8550, 13141, 14078, 14614, 19304, 19859, 21376]"
MSI-B2912_3_22,4040,8,"[361, 412, 692, 808, 816, 908, 916, 918]","[7245, 8292, 14704, 17305, 17449, 19287, 19490, 19525]"
MSI-B464-23-,4048,8,"[29, 81, 255, 448, 775, 820, 837, 917]","[581, 1740, 4936, 8884, 15526, 16619, 16811, 18416]"
MSI-B516-23,4056,8,"[151, 199, 200, 353, 403, 462, 573, 777]","[701, 895, 903, 1551, 1746, 2023, 2525, 3544]"
MSI-B634-22,4064,8,"[1, 169, 249, 463, 569, 586, 620, 683]","[3, 308, 445, 841, 1032, 1063, 1122, 1237]"
MSI-B634-22B,4072,8,"[35, 56, 224, 484, 646, 872, 939, 963]","[60, 92, 342, 747, 1006, 1380, 1500, 1539]"
MSI-B634_2_22,4080,8,"[111, 118, 200, 478, 483, 692, 928, 931]","[189, 200, 347, 836, 845, 1218, 1643, 1646]"
MSI-B985-22,4088,8,"[6, 123, 203, 262, 462, 576, 660, 704]","[74, 2123, 3466, 4521, 7543, 9563, 10742, 11381]"
MSI-B985-22-,4096,8,"[2, 19, 31, 301, 608, 678, 777, 823]","[49, 312, 495, 4475, 9680, 10745, 12567, 13337]"
MSI-B985-3-22-,4104,8,"[149, 246, 345, 463, 639, 694, 808, 988]","[2693, 4157, 5862, 7635, 10168, 11132, 12837, 15979]"
MSI-B985_3_22,4112,8,"[20, 39, 494, 605, 674, 722, 819, 973]","[370, 678, 8091, 9866, 10891, 11730, 13569, 15988]"
MSI_B110-23,4120,8,"[41, 73, 350, 547, 581, 631, 906, 1011]","[141, 277, 1156, 1817, 1921, 2086, 2923, 3256]"
MSI_B111-23,4128,8,"[1, 167, 304, 451, 824, 877, 897, 1015]","[8, 2192, 3974, 6144, 11327, 12051, 12318, 13894]"
MSI_B1559_12,4136,8,"[265, 319, 339, 425, 749, 832, 836, 844]","[3737, 4441, 4758, 5951, 11316, 12661, 12755, 12976]"
MSI_B1719_21,4144,8,"[121, 137, 378, 487, 520, 567, 724, 795]","[133, 153, 422, 540, 577, 629, 805, 882]"
MSI_B1988_2_21,4152,8,"[206, 330, 333, 354, 432, 626, 826, 1011]","[3291, 5272, 5356, 5607, 6916, 10641, 14054, 17240]"
MSI_B23_2132,4160,8,"[1, 20, 156, 406, 673, 677, 919, 974]","[2, 36, 277, 742, 1234, 1242, 1710, 1796]"
MSI_B2581-22,4168,8,"[31, 55, 177, 260, 269, 372, 404, 430]","[31, 55, 177, 260, 269, 372, 404, 430]"
MSI_B900_23.pyramidal,4176,8,"[42, 122, 125, 181, 462, 714, 953, 988]","[57, 148, 151, 215, 546, 845, 1108, 1149]"
MSI_B951_7_21,4184,8,"[234, 366, 409, 482, 742, 895, 927, 959]","[4733, 7361, 8432, 9867, 15136, 18404, 18980, 19911]"
MSI_B955_4_21,4192,8,"[38, 186, 342, 345, 489, 781, 856, 894]","[305, 1697, 3102, 3128, 4476, 7060, 7662, 7990]"
MSI_B957_23.pyramidal,4200,8,"[28, 245, 437, 464, 650, 708, 774, 940]","[384, 3089, 5855, 6158, 8922, 9782, 10707, 12749]"
MSI_B975-22,4208,8,"[10, 11, 13, 39, 40, 46, 50, 54]","[10, 11, 13, 39, 40, 46, 50, 54]"
MSI_B975-22_,4216,8,"[16, 106, 112, 268, 553, 576, 639, 702]","[16, 106, 112, 268, 553, 576, 639, 702]"
T148-1-1-USS,4224,8,"[77, 92, 123, 205, 405, 514, 660, 716]","[641, 780, 1008, 1650, 3069, 3878, 4919, 5283]"
T148-1-1-USS-2,4232,8,"[112, 479, 598, 715, 775, 834, 900, 1011]","[779, 3497, 4364, 5180, 5627, 6078, 6568, 7474]"
T148_1-1,4240,8,"[104, 106, 225, 493, 627, 715, 815, 933]","[670, 681, 1573, 3540, 4608, 5214, 5938, 6789]"
T167-1-1-USS,4248,8,"[133, 178, 275, 388, 596, 700, 883, 1005]","[686, 873, 1276, 1828, 2973, 3517, 4470, 5074]"
T167-1-1-USS-2,4256,8,"[82, 237, 294, 397, 479, 520, 618, 867]","[395, 1263, 1604, 2118, 2536, 2740, 3203, 4434]"
T167_1-1,4264,8,"[153, 250, 262, 468, 571, 843, 921, 926]","[829, 1317, 1396, 2416, 2867, 4254, 4632, 4666]"
T170-1-1-USS,4272,8,"[210, 295, 351, 358, 494, 586, 802, 965]","[789, 1116, 1350, 1396, 1954, 2266, 3013, 3678]"
T170-1-1-USS-2,4280,8,"[138, 170, 171, 187, 423, 546, 683, 908]","[538, 650, 653, 730, 1600, 1968, 2519, 3377]"
T170_1-1,4288,8,"[0, 108, 184, 282, 522, 602, 941, 995]","[1, 437, 725, 1146, 2048, 2323, 3582, 3793]"
T182-1-1-USS,4296,8,"[149, 177, 657, 687, 880, 890, 898, 1015]","[196, 234, 885, 922, 1188, 1200, 1212, 1377]"
T182-1-1-USS-2,4304,8,"[260, 285, 385, 443, 552, 610, 823, 831]","[345, 377, 518, 590, 726, 808, 1086, 1096]"
T182_1-1,4312,8,"[80, 368, 410, 477, 555, 594, 774, 859]","[119, 509, 562, 657, 764, 822, 1063, 1176]"
T192-1-1-USS,4320,8,"[127, 162, 293, 438, 619, 648, 755, 967]","[687, 873, 1566, 2327, 3270, 3464, 4021, 5094]"
T192-1-1-USS-2,4328,8,"[41, 62, 100, 452, 500, 730, 764, 969]","[293, 410, 609, 2908, 3167, 4407, 4598, 5854]"
T192_1-1,4336,8,"[56, 83, 208, 413, 446, 482, 586, 599]","[310, 478, 1340, 2706, 2928, 3137, 3766, 3816]"
T193-1-1-USS,4344,8,"[19, 56, 218, 278, 503, 537, 615, 628]","[47, 125, 524, 664, 1192, 1266, 1484, 1515]"
T193-1-1-USS-2,4352,8,"[76, 173, 201, 311, 316, 535, 688, 860]","[199, 411, 480, 747, 762, 1297, 1630, 2060]"
T193_1-1,4360,8,"[31, 301, 385, 408, 526, 622, 742, 886]","[63, 731, 937, 987, 1281, 1532, 1776, 2106]"
T196-1-1-USS,4368,8,"[67, 88, 223, 260, 405, 444, 871, 923]","[189, 269, 743, 851, 1312, 1479, 2798, 2961]"
T196-1-1-USS-2,4376,8,"[45, 121, 305, 409, 776, 792, 856, 858]","[139, 465, 972, 1326, 2505, 2551, 2744, 2755]"
T196_1-1,4384,8,"[52, 95, 242, 277, 364, 582, 732, 848]","[174, 289, 721, 833, 1082, 1791, 2241, 2615]"
T197-1-1-USS-2,4392,8,"[205, 213, 292, 434, 580, 754, 802, 875]","[205, 213, 292, 434, 580, 754, 802, 875]"
T197-1-1-USS-3,4400,8,"[225, 503, 505, 724, 764, 808, 829, 874]","[225, 503, 505, 724, 764, 808, 829, 874]"
T197_1-1,4408,8,"[28, 155, 200, 510, 527, 700, 762, 809]","[28, 155, 200, 510, 527, 700, 762, 809]"
T200-1-1-USS,4416,8,"[107, 221, 310, 440, 545, 811, 918, 960]","[353, 812, 1166, 1655, 1960, 2913, 3279, 3452]"
T200-1-1-USS-2,4424,8,"[147, 255, 433, 446, 614, 700, 856, 869]","[505, 917, 1519, 1560, 2251, 2550, 3056, 3116]"
T200_1-1,4432,8,"[126, 434, 548, 569, 572, 862, 911, 1000]","[442, 1529, 1902, 2009, 2021, 3077, 3244, 3598]"
T203-1-1-USS,4440,8,"[174, 319, 358, 589, 593, 694, 872, 989]","[843, 1435, 1617, 2735, 2751, 3207, 4060, 4597]"
T203-1-1-USS-2,4448,8,"[429, 546, 605, 616, 619, 678, 767, 779]","[1957, 2461, 2767, 2828, 2833, 3132, 3595, 3660]"
T203_1-1,4456,8,"[46, 51, 265, 327, 766, 835, 908, 966]","[208, 227, 1166, 1419, 3464, 3769, 4065, 4356]"
T204-1-1-USS,4464,8,"[27, 119, 175, 234, 427, 517, 611, 858]","[35, 139, 200, 267, 483, 585, 687, 957]"
T204-1-1-USS-2,4472,8,"[123, 393, 453, 499, 543, 549, 762, 989]","[132, 444, 507, 556, 607, 613, 857, 1108]"
T204_1-1,4480,8,"[75, 193, 307, 489, 551, 575, 586, 726]","[81, 207, 334, 540, 611, 640, 652, 804]"
T205-1-1-USS,4488,8,"[53, 194, 211, 281, 283, 574, 622, 698]","[337, 1268, 1398, 1761, 1776, 3725, 4001, 4459]"
T205-1-1-USS-2,4496,8,"[362, 443, 460, 468, 580, 723, 832, 878]","[2407, 2939, 3044, 3109, 3806, 4756, 5387, 5641]"
T205_1-1,4504,8,"[78, 239, 292, 481, 485, 491, 723, 780]","[443, 1481, 1843, 2972, 3015, 3046, 4493, 4867]"
T207-1-1-USS,4512,8,"[107, 132, 330, 335, 428, 767, 785, 787]","[282, 344, 862, 873, 1164, 2091, 2146, 2154]"
T207-1-1-USS-2,4520,8,"[35, 127, 173, 265, 282, 575, 721, 878]","[107, 409, 534, 848, 897, 1834, 2298, 2817]"
T207_1-1,4528,8,"[9, 217, 239, 459, 614, 617, 765, 830]","[24, 614, 690, 1391, 1907, 1917, 2393, 2594]"
T209-1-1-USS,4536,8,"[283, 301, 403, 612, 620, 681, 882, 897]","[1808, 1920, 2608, 3962, 4013, 4413, 5770, 5831]"
T209-1-1-USS-2,4544,8,"[37, 156, 198, 275, 306, 498, 575, 761]","[265, 1008, 1228, 1762, 2000, 3330, 3855, 5248]"
T209_1-1,4552,8,"[106, 264, 320, 374, 643, 827, 967, 1002]","[761, 1794, 2122, 2431, 4183, 5349, 6413, 6647]"
T210-1-1-USS,4560,8,"[72, 235, 305, 326, 448, 700, 868, 1001]","[285, 894, 1186, 1277, 1750, 2572, 3200, 3644]"
T210-1-1-USS-2,4568,8,"[107, 345, 349, 617, 695, 832, 901, 942]","[376, 1238, 1259, 2189, 2512, 3028, 3335, 3519]"
T210_1-1,4576,8,"[141, 247, 614, 659, 776, 787, 805, 828]","[531, 913, 2361, 2519, 3036, 3063, 3148, 3217]"
T211-1-1-USS,4584,8,"[32, 368, 369, 396, 511, 926, 942, 979]","[34, 411, 412, 441, 575, 1034, 1052, 1096]"
T211-1-1-USS-2,4592,8,"[5, 19, 39, 48, 379, 731, 884, 1018]","[6, 23, 44, 54, 430, 833, 1009, 1162]"
T211_1-1,4600,8,"[146, 196, 304, 444, 596, 698, 748, 882]","[161, 217, 337, 492, 657, 771, 827, 976]"
T212-1-1-USS,4608,8,"[96, 100, 140, 207, 220, 400, 540, 627]","[96, 100, 140, 207, 220, 400, 540, 627]"
T212-1-1USS,4616,8,"[160, 168, 180, 223, 259, 276, 366, 740]","[160, 168, 180, 223, 259, 276, 366, 740]"
T212_1-1,4624,8,"[7, 28, 73, 75, 265, 345, 590, 704]","[7, 28, 73, 75, 265, 345, 590, 704]"
T213-1-1-USS,4632,8,"[103, 143, 334, 682, 716, 946, 989, 1001]","[151, 212, 493, 1001, 1046, 1385, 1444, 1462]"
T213-1-1-USS-2,4640,8,"[18, 61, 189, 275, 690, 767, 834, 918]","[29, 82, 285, 413, 1055, 1173, 1279, 1401]"
T213_1-1,4648,8,"[97, 116, 126, 166, 374, 607, 965, 984]","[156, 181, 200, 249, 558, 896, 1414, 1444]"
T214-1-1-USS,4656,8,"[519, 542, 612, 638, 655, 659, 762, 1005]","[3766, 3978, 4636, 4828, 4972, 4995, 5725, 7617]"
T214-1-1-USS-2,4664,8,"[63, 296, 380, 432, 533, 640, 808, 850]","[509, 2165, 2800, 3245, 4028, 4821, 6175, 6485]"
T214_1-1,4672,8,"[112, 119, 269, 343, 548, 595, 618, 809]","[819, 845, 1837, 2397, 3793, 4115, 4281, 5477]"
T216-1-1-USS,4680,8,"[18, 44, 122, 211, 432, 500, 635, 895]","[68, 176, 634, 1169, 2364, 2712, 3397, 4863]"
T216-1-1-USS-2,4688,8,"[123, 247, 290, 393, 502, 572, 780, 921]","[632, 1430, 1589, 2159, 2755, 3152, 4276, 5042]"
T216_1-1,4696,8,"[61, 188, 450, 500, 536, 681, 828, 838]","[424, 1190, 2500, 2784, 2985, 3799, 4504, 4564]"
T218-1-1-USS,4704,8,"[2, 420, 523, 581, 590, 605, 735, 987]","[17, 2141, 2750, 3112, 3149, 3259, 3884, 5176]"
T218-1-1-USS-2,4712,8,"[26, 32, 71, 201, 433, 883, 891, 915]","[124, 171, 368, 1090, 2292, 4653, 4680, 4824]"
T218_1-1,4720,8,"[11, 350, 515, 573, 705, 776, 809, 1015]","[85, 1806, 2656, 2931, 3612, 3928, 4095, 5078]"
T220-1-1-USS,4728,8,"[52, 103, 210, 329, 349, 519, 721, 788]","[71, 136, 285, 440, 470, 699, 980, 1077]"
T220-1-1-USS-2,4736,8,"[111, 120, 354, 440, 480, 517, 566, 721]","[166, 177, 484, 593, 650, 701, 765, 975]"
